"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q24VimorEmacs"
"2724","3","3","1","7","1",1,"18","14","1"
"2725","3","4","2","5","2",4,"3","14","1"
"2726","5","6","1","7","1",5,"9","3","1"
"2727","3","4","2","6","2",4,"5","2","1"
"2728","2","5","1","5","1",6,"9","14","1"
"2729","3","4","1","3","1",1,"18","14","1"
"2730","5","4","1","7","1",1,"18","4","1"
"2731","3","4","1","5","2",4,"11","14","2"
"2732","3","2","1","1","1",1,"2","4","2"
"2733","2","3","1","5","1",5,"9","14","1"
"2734","3","3","1","5","1",1,"18","4","1"
"2735","3","4","1","5","1",5,"4","12","2"
"2736","3","4","1","5","1",5,"9","5","2"
"2737","1","6","1","7","1",7,"11","13","1"
"2738","4","4","2","7","1",1,"18","14","1"
"2739","4","4","1","5","2",5,"4","9","1"
"2740","4","4","2","6","1",1,"18","4","1"
"2741","3","4","1","7","1",6,"2","10","1"
"2742","3","5","1","5","1",7,"11","4","1"
"2743","3","5","1","5","2",5,"9","19","1"
"2744","3","4","2","7","1",2,"6","14","1"
"2745","3","4","1","5","1",5,"9","14","1"
"2746","3","3","1","4","1",1,"18","14","1"
"2747","2","4","1","7","1",5,"3","14","1"
"2748","2","3","1","6","2",1,"18","14","1"
"2749","3","3","2","5","1",1,"4","14","1"
"2750","4","4","2","5","1",4,"2","14","1"
"2751","2","4","1","5","1",5,"4","12","1"
"2752","2","3","1","7","1",4,"4","14","2"
"2753","3","4","1","2","2",6,"9","14","2"
"2754","4","4","1","7","1",2,"4","14","1"
"2755","2","3","1","5","1",1,"18","1","2"
"2756","2","3","1","5","1",2,"9","14","1"
"2757","5","4","2","7","1",1,"18","4","1"
"2758","1","4","1","5","2",5,"3","5","1"
"2759","3","3","1","5","1",4,"1","18","1"
"2760","2","4","1","5","1",5,"9","4","1"
"2761","5","5","1","3","1",1,"18","10","2"
"2762","3","4","1","6","1",9,"19","14","1"
"2763","3","3","2","5","1",1,"9","14","1"
"2764","3","4","1","5","1",5,"4","5","1"
"2765","3","4","1","6","1",5,"9","5","1"
"2766","3","3","1","5","1",1,"18","14","1"
"2767","3","3","1","5","1",1,"4","1","1"
"2768","4","4","1","7","1",2,"1","14","1"
"2769","3","3","1","3","1",1,"18","4","1"
"2770","3","4","1","5","1",5,"3","12","1"
"2771","2","2","1","7","2",1,"18","14","1"
"2772","3","4","1","3","1",5,"4","14","1"
"2773","3","3","1","5","2",2,"9","14","1"
"2774","2","3","2","3","1",1,"18","14","1"
"2775","3","4","1","7","2",5,"1","3","1"
"2776","3","4","1","5","2",5,"3","12","1"
"2777","3","3","1","3","1",1,"18","14","1"
"2778","3","3","1","7","2",1,"6","14","1"
"2779","3","3","2","7","2",1,"18","3","2"
"2780","3","4","1","5","1",5,"2","5","2"
"2781","2","3","2","7","1",4,"9","3","2"
"2782","1","5","2","6","1",5,"9","13","2"
"2783","4","6","1","7","2",5,"9","19","2"
"2784","2","3","1","5","1",1,"4","13","1"
"2785","4","4","2","5","1",4,"9","12","1"
"2786","3","4","1","5","1",5,"4","4","1"
"2787","3","5","1","5","1",5,"9","14","1"
"2788","2","5","1","5","2",5,"4","14","1"
"2789","2","3","1","5","1",1,"1","14","1"
"2790","3","3","1","3","1",1,"18","5","1"
"2791","3","4","1","7","1",6,"11","14","1"
"2792","3","4","1","5","1",5,"4","20","1"
"2793","3","4","1","5","1",2,"9","14","2"
"2794","2","5","1","5","2",5,"9","14","1"
"2795","2","5","1","7","1",9,"13","14","2"
"2796","3","4","1","5","1",5,"4","14","1"
"2797","3","4","1","7","1",5,"9","1","1"
"2798","3","4","1","7","1",5,"4","4","1"
"2799","3","3","1","5","1",2,"9","14","1"
"2800","3","3","1","6","1",1,"18","14","1"
"2801","3","3","1","6","2",4,"1","12","1"
"2802","3","4","1","7","2",5,"9","10","1"
"2803","3","3","1","3","1",1,"18","5","1"
"2804","3","3","1","5","1",4,"4","7","1"
"2805","3","3","2","3","2",4,"2","2","1"
"2806","2","4","1","7","1",5,"9","14","1"
"2807","3","4","2","7","1",4,"10","14","1"
"2808","2","4","1","5","1",5,"14","14","1"
"2809","2","4","1","7","2",7,"10","9","1"
"2810","3","4","1","3","1",5,"4","9","1"
"2811","3","3","2","6","1",1,"18","14","1"
"2812","2","5","1","6","1",5,"9","2","1"
"2813","3","5","1","5","1",5,"9","14","1"
"2814","4","4","1","5","1",4,"9","8","1"
"2815","4","4","1","5","1",5,"9","14","1"
"2816","3","4","1","7","1",2,"7","12","1"
"2817","2","3","1","7","1",1,"9","14","1"
"2818","3","4","1","7","1",5,"3","14","2"
"2819","3","3","2","5","1",4,"9","14","1"
"2820","2","3","1","3","1",5,"1","14","2"
"2821","2","4","1","6","1",9,"11","12","1"
"2822","1","4","2","5","1",2,"4","4","1"
"2823","4","4","1","7","1",7,"15","3","1"
"2824","3","3","2","7","1",1,"18","14","1"
"2825","2","4","2","7","2",2,"13","14","1"
"2826","3","3","1","5","1",1,"18","5","2"
"2827","3","3","2","3","1",1,"1","14","1"
"2828","3","4","1","3","2",5,"14","14","1"
"2829","4","4","1","7","1",5,"9","14","1"
"2830","4","4","1","7","1",5,"4","12","2"
"2831","4","3","1","5","1",1,"18","14","1"
"2832","1","4","1","7","1",5,"9","14","1"
"2833","3","3","1","5","1",1,"18","14","1"
"2834","2","2","1","5","1",1,"18","14","2"
"2835","2","4","1","7","1",4,"9","3","1"
"2836","3","3","2","3","1",1,"18","14","1"
"2837","4","5","1","6","1",5,"4","4","1"
"2838","4","4","1","7","1",5,"3","8","1"
"2839","3","3","1","7","1",2,"9","5","1"
"2840","2","4","1","6","1",5,"4","12","1"
"2841","3","3","1","7","1",1,"18","4","1"
"2842","2","4","1","5","1",5,"9","7","1"
"2843","3","4","1","7","1",5,"17","14","2"
"2844","3","3","1","7","1",4,"4","14","1"
"2845","2","3","1","5","1",2,"3","14","1"
"2846","1","3","1","5","1",4,"4","14","1"
"2847","3","3","1","3","1",5,"11","10","1"
"2848","5","4","1","4","1",4,"7","8","1"
"2849","3","3","1","5","1",1,"9","14","1"
"2850","2","3","1","5","1",2,"9","14","1"
"2851","3","4","1","5","1",1,"18","14","1"
"2852","3","3","1","6","2",1,"18","4","2"
"2853","1","5","1","6","1",5,"7","14","2"
"2854","4","4","1","5","1",5,"3","14","1"
"2855","3","4","1","7","1",4,"9","14","1"
"2856","2","3","2","5","1",1,"18","14","2"
"2857","3","3","1","7","1",1,"9","14","1"
"2858","4","5","1","7","1",5,"4","9","2"
"2859","2","4","1","5","1",6,"4","8","2"
"2860","2","4","1","5","1",5,"7","14","2"
"2861","4","4","1","6","1",5,"9","14","1"
"2862","2","3","2","7","1",1,"9","14","2"
"2863","3","4","1","6","1",5,"3","5","1"
"2864","2","5","1","6","1",5,"14","14","1"
"2865","4","4","2","5","2",5,"4","5","2"
"2866","3","4","1","5","1",5,"3","8","2"
"2867","3","3","1","7","1",1,"9","14","1"
"2868","2","5","1","5","1",5,"9","14","1"
"2869","2","3","2","5","2",10,"1","14","1"
"2870","3","3","2","5","2",4,"9","10","1"
"2871","3","4","1","7","1",5,"4","14","1"
"2872","3","3","1","7","1",2,"19","14","2"
"2873","3","4","1","5","1",4,"9","1","1"
"2874","2","3","1","5","1",1,"18","14","1"
"2875","3","4","1","5","1",5,"4","14","1"
"2876","2","3","2","5","1",2,"9","14","1"
"2877","3","3","1","5","1",1,"9","14","1"
"2878","3","3","2","5","1",1,"18","4","1"
"2879","2","3","1","7","1",1,"18","14","1"
"2880","2","3","1","3","1",1,"9","14","1"
"2881","6","5","1","7","1",4,"3","19","1"
"2882","3","3","2","3","1",1,"18","4","1"
"2883","3","4","1","5","1",5,"17","12","1"
"2884","3","3","1","5","1",2,"9","5","2"
"2885","4","4","1","5","2",1,"9","14","2"
"2886","3","3","1","5","1",1,"18","14","1"
"2887","4","7","2","7","2",4,"1","7","1"
"2888","4","5","1","6","2",6,"3","13","2"
"2889","3","4","1","5","2",7,"11","14","2"
"2890","3","4","1","5","1",1,"9","4","2"
"2891","3","3","1","5","1",1,"19","4","2"
"2892","3","4","1","7","1",2,"9","5","1"
"2893","4","7","1","5","1",5,"4","5","1"
"2894","3","5","1","5","1",5,"4","14","1"
"2895","2","3","1","5","1",1,"1","4","1"
"2896","3","3","1","5","1",1,"9","14","1"
"2897","2","3","1","5","1",1,"18","14","2"
"2898","3","3","1","5","1",1,"9","14","1"
"2899","4","4","1","6","1",2,"9","14","1"
"2900","2","4","1","5","1",4,"4","14","1"
"2901","3","3","1","5","1",1,"9","14","1"
"2902","4","5","1","7","1",5,"9","14","1"
"2903","2","4","1","7","1",5,"3","5","2"
"2904","3","4","1","3","1",4,"4","8","1"
"2905","1","3","1","5","1",1,"3","3","1"
"2906","6","5","1","6","2",4,"3","2","1"
"2907","3","4","2","7","1",2,"6","14","1"
"2908","3","3","1","3","1",1,"18","14","2"
"2909","4","4","1","5","1",5,"4","16","1"
"2910","3","3","2","7","1",4,"9","14","1"
"2911","3","5","1","6","1",5,"9","13","1"
"2912","3","4","1","3","1",4,"4","7","1"
"2913","3","4","2","7","1",4,"9","14","1"
"2914","1","3","2","5","1",1,"18","14","1"
"2915","3","3","1","7","1",1,"18","14","1"
"2916","3","4","1","4","2",2,"1","5","2"
"2917","3","4","1","7","2",4,"5","5","1"
"2918","2","3","2","5","1",1,"18","14","1"
"2919","4","5","1","7","2",5,"4","14","1"
"2920","3","3","1","5","1",1,"9","14","1"
"2921","2","4","1","7","1",5,"3","14","2"
"2922","3","3","2","3","2",1,"18","8","2"
"2923","3","3","1","3","1",1,"18","14","1"
"2924","2","3","1","6","2",1,"2","5","1"
"2925","6","5","1","5","1",4,"4","7","1"
"2926","3","4","1","5","2",5,"9","12","1"
"2927","2","3","1","5","2",1,"18","14","1"
"2928","3","3","2","5","1",1,"18","14","1"
"2929","3","3","1","5","1",5,"3","2","1"
"2930","3","3","1","7","1",1,"18","14","1"
"2931","3","4","2","7","1",4,"1","14","1"
"2932","2","3","1","3","1",1,"18","14","2"
"2933","3","3","1","5","1",4,"14","10","1"
"2934","2","4","1","7","2",5,"4","14","1"
"2935","2","3","1","5","1",2,"4","14","1"
"2936","3","3","1","3","2",1,"9","1","1"
"2937","3","4","1","7","1",2,"9","1","2"
"2938","4","5","1","5","1",5,"9","12","1"
"2939","3","3","2","7","1",1,"4","14","1"
"2940","4","4","1","5","1",2,"9","14","1"
"2941","2","3","1","5","1",1,"18","3","1"
"2942","2","5","1","5","1",5,"9","2","1"
"2943","3","4","1","3","1",3,"1","13","1"
"2944","3","3","2","3","1",1,"18","13","1"
"2945","1","3","1","5","1",1,"9","5","2"
"2946","3","3","1","5","1",1,"18","14","2"
"2947","3","4","1","7","1",2,"9","14","1"
"2948","3","4","2","5","2",5,"4","5","1"
"2949","3","3","1","5","1",1,"4","14","1"
"2950","3","3","1","5","2",2,"19","5","1"
"2951","3","4","1","5","1",2,"13","8","1"
"2952","2","3","1","3","1",4,"9","14","1"
"2953","3","4","1","6","1",5,"2","14","1"
"2954","4","4","1","7","1",1,"18","14","1"
"2955","3","5","1","6","1",2,"8","14","1"
"2956","4","3","1","5","1",2,"4","14","1"
"2957","3","3","1","7","2",1,"18","4","2"
"2958","3","4","1","5","2",3,"13","7","1"
"2959","4","3","1","7","2",1,"18","5","1"
"2960","4","4","1","5","2",4,"4","14","1"
"2961","3","4","1","6","2",4,"5","4","2"
"2962","3","4","1","7","2",1,"18","7","2"
"2963","3","4","1","5","1",5,"7","5","2"
"2964","2","3","1","3","1",4,"3","4","1"
"2965","3","3","1","5","2",1,"5","5","1"
"2966","3","3","1","2","1",1,"18","4","1"
"2967","3","3","1","3","1",1,"4","14","1"
"2968","4","4","1","5","1",4,"2","12","1"
"2969","4","4","1","6","2",4,"4","8","2"
"2970","4","4","1","6","1",4,"9","12","1"
"2971","3","3","1","6","1",1,"18","14","1"
"2972","3","3","2","5","1",1,"18","14","1"
"2973","3","4","1","7","2",1,"18","4","2"
"2974","3","2","2","3","2",1,"18","14","1"
"2975","2","3","1","5","1",1,"4","14","1"
"2976","3","3","2","6","2",1,"18","5","1"
"2977","3","3","2","7","1",1,"18","3","1"
"2978","2","2","1","5","2",1,"18","4","1"
"2979","3","3","1","7","1",1,"18","4","2"
"2980","3","4","1","5","1",5,"4","5","1"
"2981","8","7","1","7","2",5,"19","5","1"
"2982","4","4","1","4","1",1,"4","6","1"
"2983","2","3","1","3","1",1,"18","14","2"
"2984","3","2","1","1","2",1,"18","6","2"
"2985","2","4","2","7","2",1,"18","14","1"
"2986","3","3","1","3","1",1,"3","14","1"
"2987","3","3","1","7","2",1,"18","8","1"
"2988","3","3","1","4","1",1,"2","11","2"
"2989","4","4","1","5","2",4,"5","5","1"
"2990","3","5","1","5","1",5,"9","3","1"
"2991","3","4","1","1","1",5,"2","14","1"
"2992","3","3","2","3","2",1,"18","5","2"
"2993","1","3","1","7","1",1,"18","14","1"
"2994","2","6","1","5","2",5,"7","10","1"
"2995","2","4","1","5","1",5,"9","2","1"
"2996","2","4","1","5","2",1,"7","14","1"
"2997","3","4","2","6","1",2,"6","14","1"
"2998","3","4","1","5","1",5,"4","14","1"
"2999","3","3","1","5","2",1,"18","3","1"
"3000","2","5","1","3","1",4,"3","6","1"
"3001","3","3","1","7","1",1,"18","4","2"
"3002","3","3","1","5","2",2,"3","9","2"
"3003","2","4","1","7","2",4,"6","5","1"
"3004","3","3","1","3","2",1,"18","4","1"
"3005","2","3","1","5","1",2,"1","3","2"
"3006","2","2","1","1","1",5,"9","3","1"
"3007","2","3","1","5","1",1,"18","4","1"
"3008","3","3","2","3","1",1,"18","10","1"
"3009","2","3","1","5","1",1,"18","14","1"
"3010","3","5","1","7","1",5,"11","14","1"
"3011","3","3","2","3","1",1,"18","14","1"
"3012","3","3","1","3","1",2,"9","14","1"
"3013","3","3","2","3","1",1,"18","4","2"
"3014","2","3","1","5","1",2,"3","14","1"
"3015","3","5","1","7","1",7,"9","14","2"
"3016","3","3","2","5","1",1,"18","11","1"
"3017","3","3","2","5","1",1,"9","14","1"
"3018","3","3","2","5","1",1,"18","4","2"
"3019","3","5","2","7","2",4,"9","14","2"
"3020","4","4","1","6","2",4,"3","5","1"
"3021","2","3","1","3","1",3,"4","12","2"
"3022","4","4","2","6","2",5,"1","8","2"
"3023","3","3","1","5","1",2,"3","2","1"
"3024","2","4","1","5","2",4,"9","8","1"
"3025","4","4","2","7","2",1,"5","14","1"
"3026","4","4","1","7","2",5,"4","14","1"
"3027","4","4","1","5","1",3,"5","8","1"
"3028","2","2","1","1","1",1,"18","13","1"
"3029","3","3","1","2","2",1,"18","14","1"
"3030","2","4","1","5","1",4,"9","14","1"
"3031","3","4","1","7","1",4,"1","2","1"
"3032","3","3","1","5","1",1,"18","5","2"
"3033","2","3","2","5","1",4,"4","5","1"
"3034","4","4","1","7","1",6,"11","12","1"
"3035","2","4","1","7","1",5,"9","14","1"
"3036","3","4","1","5","1",4,"17","8","1"
"3037","3","3","2","5","1",2,"9","14","1"
"3038","3","5","1","5","1",5,"4","15","1"
"3039","2","3","1","5","1",5,"13","10","1"
"3040","4","4","1","3","1",1,"18","14","2"
"3041","3","4","1","7","1",5,"3","14","1"
"3042","3","5","2","6","1",5,"9","3","2"
"3043","3","4","1","5","2",7,"13","14","1"
"3044","1","2","1","1","1",1,"18","14","2"
"3045","3","4","1","3","2",5,"3","4","1"
"3046","3","3","2","3","2",4,"13","14","1"
"3047","2","3","2","5","1",1,"18","14","1"
"3048","1","5","1","5","2",7,"14","14","2"
"3049","4","3","1","5","1",1,"18","7","1"
"3050","2","4","1","7","1",5,"9","5","1"
"3051","6","6","2","7","1",5,"4","9","2"
"3052","2","2","1","5","1",1,"18","4","1"
"3053","2","5","1","5","2",5,"2","14","1"
"3054","3","3","1","5","1",1,"18","14","2"
"3055","3","4","1","7","1",4,"9","14","1"
"3056","3","5","1","7","1",5,"4","11","2"
"3057","3","4","2","7","2",5,"3","14","1"
"3058","3","4","2","5","1",4,"4","12","2"
"3059","3","3","1","7","1",4,"9","5","1"
"3060","3","5","1","5","2",7,"11","8","2"
"3061","6","5","1","5","1",2,"2","3","1"
"3062","2","4","1","3","1",5,"4","5","1"
"3063","4","4","1","5","2",5,"4","10","1"
"3064","3","4","1","5","2",5,"2","14","1"
"3065","2","6","1","5","2",6,"9","10","2"
"3066","3","4","1","7","1",5,"4","14","2"
"3067","3","3","1","5","1",5,"9","13","1"
"3068","3","4","1","7","1",4,"4","14","1"
"3069","2","3","1","5","1",5,"9","14","1"
"3070","3","3","1","5","1",1,"18","14","1"
"3071","2","4","1","3","1",5,"4","10","1"
"3072","3","6","1","6","1",5,"9","5","1"
"3073","2","4","1","5","1",4,"4","14","1"
"3074","2","6","1","3","1",5,"4","7","1"
"3075","3","4","1","5","1",5,"1","5","1"
"3076","3","4","1","5","1",5,"4","14","1"
"3077","3","3","1","5","1",1,"18","14","1"
"3078","3","4","1","5","2",5,"9","2","1"
"3079","4","4","1","6","1",5,"4","5","1"
"3080","3","4","1","5","1",5,"14","14","1"
"3081","3","3","2","5","2",4,"5","20","1"
"3082","5","7","1","7","1",6,"9","1","1"
"3083","2","3","1","5","1",5,"9","12","1"
"3084","3","4","1","5","1",5,"9","14","1"
"3085","1","5","1","5","1",6,"11","14","2"
"3086","4","5","1","7","1",5,"9","14","1"
"3087","3","4","1","6","1",4,"9","10","1"
"3088","3","3","1","7","1",4,"16","4","1"
"3089","3","3","1","6","1",4,"9","1","1"
"3090","4","4","1","5","1",2,"9","5","1"
"3091","3","5","1","5","1",8,"14","14","1"
"3092","4","4","1","7","1",6,"17","9","2"
"3093","2","5","1","5","1",5,"7","14","1"
"3094","5","5","1","6","2",5,"4","9","1"
"3095","3","3","2","5","1",1,"18","4","1"
"3096","1","2","1","7","1",1,"18","4","2"
"3097","5","4","1","5","1",5,"10","8","1"
"3098","2","4","1","6","1",5,"4","12","1"
"3099","3","3","1","3","1",1,"18","14","1"
"3100","3","5","1","5","1",7,"11","10","1"
"3101","4","4","1","7","1",5,"3","14","1"
"3102","4","4","1","3","2",1,"9","1","2"
"3103","2","3","1","3","1",1,"18","8","1"
"3104","2","7","1","7","2",5,"9","14","1"
"3105","3","4","1","5","2",4,"2","14","1"
"3106","1","5","1","6","2",5,"6","7","1"
"3107","3","3","1","5","1",4,"1","5","1"
"3108","3","3","2","5","1",4,"4","10","1"
"3109","2","3","2","5","1",1,"18","14","2"
"3110","2","4","1","3","1",5,"9","14","1"
"3111","2","4","1","7","1",4,"4","14","2"
"3112","3","3","1","3","1",2,"4","5","1"
"3113","3","8","1","6","1",5,"19","14","1"
"3114","3","4","1","7","1",4,"13","14","1"
"3115","3","4","1","5","1",10,"4","11","2"
"3116","2","3","1","7","1",1,"18","14","2"
"3117","3","3","1","3","2",7,"13","14","1"
"3118","3","4","2","6","2",5,"4","14","1"
"3119","3","5","1","5","1",5,"4","2","2"
"3120","4","4","1","5","2",5,"4","5","1"
"3121","2","4","1","5","1",5,"9","14","1"
"3122","2","4","1","3","1",5,"7","14","1"
"3123","3","3","1","5","2",4,"1","11","2"
"3124","2","6","2","5","2",5,"3","7","1"
"3125","3","3","1","7","1",1,"18","14","1"
"3126","3","4","2","7","1",5,"9","14","2"
"3127","3","5","1","7","2",8,"11","14","1"
"3128","3","3","1","7","1",4,"19","3","1"
"3129","3","4","1","7","1",1,"18","14","1"
"3130","3","4","2","5","2",4,"4","14","1"
"3131","3","5","1","5","1",5,"2","12","1"
"3132","5","4","2","7","2",8,"4","5","1"
"3133","3","4","1","7","2",5,"9","14","1"
"3134","2","6","1","5","2",6,"9","14","1"
"3135","3","3","1","3","2",1,"18","3","1"
"3136","1","4","1","5","1",5,"4","14","1"
"3137","2","4","1","7","2",1,"18","14","2"
"3138","3","3","3","5","1",1,"18","14","1"
"3139","3","4","1","7","1",5,"3","14","1"
"3140","3","4","1","5","1",5,"13","12","1"
"3141","3","3","1","3","1",1,"18","14","1"
"3142","3","4","1","7","1",4,"9","14","2"
"3143","3","3","1","3","1",1,"18","14","1"
"3144","2","2","2","7","2",1,"18","14","1"
"3145","3","3","1","3","1",1,"18","14","1"
"3146","2","4","1","5","1",5,"9","14","2"
"3147","4","4","1","4","2",4,"9","12","1"
"3148","4","4","1","5","1",4,"9","8","2"
"3149","3","3","1","5","2",1,"9","9","1"
"3150","3","5","1","5","1",5,"10","10","1"
"3151","1","5","1","5","1",8,"2","8","2"
"3152","3","5","1","5","1",6,"9","10","1"
"3153","3","3","2","5","1",4,"1","14","1"
"3154","3","3","1","5","1",1,"18","4","1"
"3155","3","5","1","5","1",5,"4","18","1"
"3156","2","5","2","5","1",5,"6","14","1"
"3157","3","3","2","5","1",4,"9","14","1"
"3158","1","5","1","3","1",6,"14","3","1"
"3159","7","5","1","3","2",4,"10","6","1"
"3160","3","3","1","3","1",1,"18","4","1"
"3161","3","3","1","6","1",1,"18","14","2"
"3162","3","4","1","7","1",4,"4","9","2"
"3163","2","3","1","5","2",4,"9","14","1"
"3164","3","3","2","7","1",2,"9","14","1"
"3165","4","3","1","3","1",4,"4","14","1"
"3166","3","4","1","7","1",5,"4","14","1"
"3167","2","4","1","5","1",5,"9","14","1"
"3168","3","5","1","5","2",6,"11","3","2"
"3169","4","6","2","7","2",4,"9","4","1"
"3170","2","6","1","5","2",5,"13","14","1"
"3171","2","3","1","3","1",2,"9","5","1"
"3172","2","3","1","5","1",1,"18","4","1"
"3173","3","4","1","7","2",4,"7","8","1"
"3174","3","3","2","5","2",1,"18","5","2"
"3175","4","4","1","7","1",4,"1","14","1"
"3176","3","3","2","5","1",5,"4","12","1"
"3177","4","5","1","6","1",5,"10","8","1"
"3178","2","4","1","3","1",1,"18","7","1"
"3179","3","3","1","3","1",1,"18","14","2"
"3180","4","4","1","3","1",1,"18","14","2"
"3181","3","4","1","6","1",5,"3","12","2"
"3182","2","4","1","5","1",5,"4","14","1"
"3183","3","4","1","6","1",5,"4","8","1"
"3184","3","4","2","7","1",5,"9","5","1"
"3185","4","4","1","7","2",5,"2","14","1"
"3186","3","5","1","5","2",5,"3","5","1"
"3187","2","4","1","5","2",5,"4","5","1"
"3188","3","5","1","7","1",5,"4","5","1"
"3189","3","4","1","5","2",1,"7","10","1"
"3190","4","5","1","7","1",4,"17","19","2"
"3191","3","3","1","3","1",1,"18","14","1"
"3192","3","3","2","5","1",4,"9","14","1"
"3193","4","3","1","5","1",4,"9","9","1"
"3194","3","4","1","6","1",5,"9","14","1"
"3195","5","4","1","7","1",4,"9","1","1"
"3196","3","7","1","6","1",8,"4","8","1"
"3197","3","3","1","5","1",1,"6","14","1"
"3198","2","4","1","5","1",6,"19","14","1"
"3199","4","3","1","5","1",4,"9","8","2"
"3200","3","5","1","7","1",5,"14","10","1"
"3201","2","3","1","2","1",1,"3","2","1"
"3202","2","4","1","5","1",4,"4","5","1"
"3203","3","3","1","7","1",4,"3","14","1"
"3204","1","6","1","5","1",6,"4","9","1"
"3205","2","4","2","7","1",4,"9","14","1"
"3206","3","4","1","5","1",5,"9","14","2"
"3207","3","4","1","7","2",4,"6","5","2"
"3208","1","6","1","3","2",5,"9","14","1"
"3209","2","3","1","5","1",1,"18","4","1"
"3210","2","5","1","5","1",6,"17","8","1"
"3211","3","4","1","7","1",5,"4","2","1"
"3212","4","4","1","7","1",1,"18","14","1"
"3213","2","2","1","7","2",8,"16","4","2"
"3214","4","4","1","5","2",5,"2","12","2"
"3215","2","3","1","5","2",4,"5","8","1"
"3216","3","4","2","7","1",5,"4","7","1"
"3217","4","4","1","6","2",5,"7","8","1"
"3218","3","4","2","5","1",4,"1","9","2"
"3219","3","4","1","7","1",5,"9","20","1"
"3220","2","4","1","5","1",5,"2","14","2"
"3221","4","4","1","5","1",2,"4","20","1"
"3222","3","3","2","3","1",1,"18","4","2"
"3223","1","5","1","7","1",7,"11","14","2"
"3224","3","7","1","7","1",6,"9","1","1"
"3225","4","6","1","5","2",5,"9","14","1"
"3226","3","5","1","6","1",6,"4","8","1"
"3227","3","3","2","3","1",1,"18","4","1"
"3228","3","4","1","6","1",5,"4","5","1"
"3229","2","3","1","7","1",1,"3","4","1"
"3230","2","5","1","3","1",4,"4","6","1"
"3231","2","4","1","3","1",1,"18","4","1"
"3232","2","3","1","5","1",5,"2","5","1"
"3233","3","4","1","7","1",5,"11","14","2"
"3234","2","3","1","5","1",5,"4","5","2"
"3235","4","4","1","7","2",4,"9","5","1"
"3236","2","5","2","5","1",4,"4","14","2"
"3237","3","4","1","7","1",2,"3","14","1"
"3238","5","4","1","5","2",4,"4","8","1"
"3239","3","5","1","5","1",1,"18","14","1"
"3240","1","3","1","5","1",1,"18","14","1"
"3241","4","4","2","3","1",1,"18","3","2"
"3242","2","5","1","3","2",8,"13","14","1"
"3243","2","4","1","3","1",1,"18","14","1"
"3244","2","3","1","3","1",1,"1","5","1"
"3245","5","4","2","7","1",5,"9","14","1"
"3246","4","4","1","5","1",4,"17","11","1"
"3247","1","4","1","5","2",5,"2","10","1"
"3248","4","4","1","5","2",9,"4","20","1"
"3249","2","4","1","5","2",4,"9","14","1"
"3250","3","4","1","5","2",4,"4","17","1"
"3251","2","5","1","5","2",7,"11","10","2"
"3252","2","3","1","3","1",1,"18","14","1"
"3253","2","4","1","2","1",5,"13","14","1"
"3254","3","4","1","5","1",5,"4","8","1"
"3255","3","3","1","3","2",1,"18","4","1"
"3256","4","4","1","6","1",1,"9","14","1"
"3257","3","3","1","5","1",1,"18","4","1"
"3258","2","3","1","7","1",1,"18","4","1"
"3259","2","4","1","5","2",4,"4","11","1"
"3260","3","3","1","7","1",1,"17","5","1"
"3261","5","4","1","5","2",4,"1","10","1"
"3262","4","4","2","6","1",1,"18","14","1"
"3263","4","4","1","7","1",5,"3","5","1"
"3264","3","3","2","7","1",1,"18","14","1"
"3265","3","4","1","6","1",1,"9","14","1"
"3266","3","3","1","3","1",1,"18","14","1"
"3267","3","4","1","6","2",10,"4","4","2"
"3268","3","3","1","6","1",1,"18","4","1"
"3269","5","4","1","5","2",1,"18","9","1"
"3270","3","3","1","5","1",1,"18","14","1"
"3271","2","4","1","7","1",5,"1","5","1"
"3272","2","4","1","7","2",10,"4","8","1"
"3273","2","4","1","5","2",5,"4","10","1"
"3274","2","4","1","5","1",2,"19","14","1"
"3275","2","2","1","1","1",1,"18","14","1"
"3276","3","4","1","5","1",5,"9","2","1"
"3277","3","3","1","7","1",1,"4","4","1"
"3278","3","3","1","5","1",4,"2","12","1"
"3279","3","4","1","5","2",4,"9","2","1"
"3280","3","4","1","6","1",4,"9","14","1"
"3281","3","5","1","5","1",7,"11","5","1"
"3282","4","3","1","6","1",1,"18","4","1"
"3283","2","4","1","5","1",5,"4","14","1"
"3284","2","5","1","5","1",5,"9","4","1"
"3285","5","5","1","7","1",4,"9","3","1"
"3286","2","4","1","5","2",2,"9","1","1"
"3287","3","4","2","5","1",5,"19","14","1"
"3288","2","3","2","5","1",1,"18","5","1"
"3289","3","4","1","5","1",5,"9","19","1"
"3290","3","3","2","5","1",1,"18","4","1"
"3291","4","4","1","5","2",4,"17","20","1"
"3292","2","4","1","7","1",5,"4","4","1"
"3293","4","4","1","5","1",1,"4","14","1"
"3294","1","4","1","4","1",2,"19","14","1"
"3295","5","4","1","7","1",4,"13","14","1"
"3296","3","3","2","3","1",1,"18","14","2"
"3297","3","3","1","2","2",1,"18","4","2"
"3298","3","4","1","5","1",5,"9","7","1"
"3299","3","5","1","6","1",6,"9","5","1"
"3300","1","3","1","3","2",1,"9","14","2"
"3301","6","5","2","6","1",4,"9","8","1"
"3302","4","4","2","7","1",4,"1","4","1"
"3303","2","6","2","7","1",5,"3","2","2"
